,nombre,equipo,posicion,valor_en_M,ritmo,tiro,pase,regate,defensa,fisico,salto,estirada,parada,saque,colocacion,reflejo
640,K. RODRIGUES,EIBAR,DEFENSA,['3.26'],75.0,53.0,74.0,73.0,61.0,65.0,,,,,,
641,P. BIGAS,EIBAR,DEFENSA,['3.23'],66.0,48.0,56.0,62.0,56.0,68.0,,,,,,
642,E. BURGOS,EIBAR,DEFENSA,['1.46'],47.0,37.0,45.0,52.0,50.0,69.0,,,,,,
643,ROBER CORREA,EIBAR,DEFENSA,['2.01'],73.0,46.0,57.0,66.0,54.0,70.0,,,,,,
644,S. CUBERO,EIBAR,DEFENSA,,65.88888888888889,54.666666666666664,62.44444444444444,65.77777777777777,56.55555555555556,68.33333333333333,,,,,,
645,UNAI DUFUR,EIBAR,DEFENSA,,65.88888888888889,54.666666666666664,62.44444444444444,65.77777777777777,56.55555555555556,68.33333333333333,,,,,,
646,ALEIX GARCIA,EIBAR,CENTROCAMPISTA,['5.32'],66.0,67.0,71.0,72.0,55.0,64.0,,,,,,
647,EDU EXPOSITO,EIBAR,CENTROCAMPISTA,['7.16'],62.0,53.0,59.0,69.0,62.0,58.0,,,,,,
648,SERGIO ALVAREZ,EIBAR,CENTROCAMPISTA,['2.51'],62.0,65.0,67.0,67.0,56.0,74.0,,,,,,
649,T. INUI,EIBAR,CENTROCAMPISTA,['1.81'],81.0,73.0,76.0,87.0,47.0,69.0,,,,,,
650,PAPE DIOP,EIBAR,CENTROCAMPISTA,['0.09'],8.0,8.0,9.0,13.0,16.0,41.0,,,,,,
651,MIGUEL ATIENZA,EIBAR,CENTROCAMPISTA,,53.166666666666664,56.166666666666664,59.0,61.833333333333336,49.0,61.5,,,,,,
652,RECIO,EIBAR,CENTROCAMPISTA,['1.48'],40.0,71.0,72.0,63.0,58.0,63.0,,,,,,
653,KIKE GARCIA,EIBAR,DELANTERO,['5.30'],62.0,65.0,58.0,69.0,38.0,70.0,,,,,,
654,SERGI ENRICH,EIBAR,DELANTERO,['1.64'],55.0,65.0,67.0,68.0,44.0,78.0,,,,,,
655,PEDRO LEON,EIBAR,DELANTERO,['0.32'],58.0,82.0,87.0,72.0,46.0,60.0,,,,,,
656,BRYAN GIL,EIBAR,DELANTERO,['13.81'],78.0,65.0,66.0,80.0,36.0,56.0,,,,,,
657,QUIQUE GONZALEZ,EIBAR,DELANTERO,['1.14'],73.0,68.0,65.0,77.0,44.0,77.0,,,,,,
658,Y. MUTO,EIBAR,DELANTERO,['2.30'],78.0,65.0,68.0,79.0,49.0,73.0,,,,,,
659,ENAUT,EIBAR,DELANTERO,,67.33333333333333,68.33333333333333,68.5,74.16666666666667,42.833333333333336,69.0,,,,,,
660,UNAI ARIETA,EIBAR,DELANTERO,,67.33333333333333,68.33333333333333,68.5,74.16666666666667,42.833333333333336,69.0,,,,,,
